question|answer
"She posts slides, but they are very barebone so coming to class is important, but lectures are long/boring. 40% of the grade was mastering physics and there will be one due each week. They aren't hard to get through. She'll also post a eLearning quiz each week as well, also not hard. You're able to drop one exam, not final exam, which is great."| "1.0, -0.5"
"She is good at lecturing and explaining physics concepts. There are 3 exams, with the lowest being dropped and a final exam. If you are willing to attend lectures and do the homework, you will easily receive a passing grade. The exams are much easier compared to the homework as well. I recommend enrolling in her courses."| "0.5, 0.5"
"Incoherent, inconsistent, examples that she gives lead away from the essence of the things she is trying to explain, confuses concepts and formulas. Get ready to do 90% of self-teaching through youtube and/or other open sources. Or better - take someone else!"| "-0.5, -0.5"
"Had to take this class towards my research methods core and it was a very difficult class. Difficult due to how the class was taught,thrown into the course material from day 1,regardless if you had prior background in research statistics or not this class was exceptionally difficult. The homework is helpful.Teaches class different from the book."| "-1.0, -1.0"
"She is good but sometimes confusing. I recommend reading the book about stuff she talks about until you understand. Talk to the TA and attend every lecture. Do not lack in this class to get an A"| "0.5, -0.5"
"This course is not an "easy A" but an A is still super possible. There were 11 homework assignments that were completion grades and 4 exams (no comprehensive final). If you take good notes and create a solid note sheet for the exam you'll be fine in this course. Exams take a while to get graded, but there is a ton of partial credit given."| "1.0, -0.0"
"Dr. Juhn is a solid professor for RM. She encourages participation in lectures and to come to office hours if you have any questions. Aside from attending class, it's important to read the textbook, as there are some concepts that aren't covered. Exams can feel like a time crunch - but she's generous with extra credit/curving final grades."| "1.0, -0.5"
"Dr. Juhn went on so many tangents during lectures. She wouldn't go over topics that the test was heavy on. The homework is a completion grade, but she and the TA will not give the answer keys after the homework was graded, even to check work."| "-1.0, -1.0"
"The professor doesn't explain the chapters in depth, finishing one chapter per class while skipping vital information within the chapter that comes up later in the exam."| "-1.0, -1.0"
"Great professor. She truly cares and as long as you attend lecture (and TA sessions if needed) and pay attention you will do well."| "1.0, -0.0"
"Very difficult material to teach, all professors who teach it are poor at it. Juhn is no exception, but she helps make the classroom environment less hostile and cut-throat. While I would not recommend her, she has been the lesser of two evils in my experience. She's a very tough grader - doesn't tell you what she expects of you"| "-0.5, -1.0"
"Prof. Juhn is one of the most amazing statistics professors I've had. She is engaging, extremely professional, yet fun to learn from. She goes the extra mile and makes sure you understand instead of giving anxiety-ridden assignments."| "1.0, -0.0"
"I had to teach myself from the book because she goes off in tangents in class and her TAs do the best they can. Frustrates me because I pay my own tuition only to have to teach myself. Stayed in the class's GroupMe and saw most people didn't pass the final exam but she gave a generous curve bc of how many people failed"| "-1.0, -0.0"
"I took RMII with Dr. Juhn when we had to switch over to online in March 2019. Dr. Juhn was incredibly flexible with students and was understanding of the many situations that were going on in students' life. She still held office hours and was willing to give extra time to students who reached out and needed it."| "1.0, -0.5"
"I took Research Methods I & II w/ Dr. Juhn (masters). These courses were far more in-depth than anything I had taken. Dr. Juhn helped me understand this course by being available during office hours, gave extra examples/practice homework, and related things to something I could understand. She is someone who helps strive students to succeed."| "1.0, -0.5"
"Very difficult class. Very few grades (5 quizzes, 2 exams). Not clear enough on topics, just reads from the slides. TA's hold sessions, professor does not. Miss a class, very hard to keep up or review."| "-0.5, -0.0"
